name,denomination,address,phone,website,matched,match_detail
Worship Tools Ministry,Christian / General,"7800 IH 10 WEST SUITE 505, SAN ANTONIO, TX 78230-4723",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""HOUSE OF WORSHIP SAN ANTONIO"" — 5518 Walzem Rd UNIT #104, San Antonio, TX 78218, USA"
Rechurch210,,"9718 ASTIN PL, SAN ANTONIO, TX 78251-3728",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Reclaim Church"" — 1123 Patricia Dr, San Antonio, TX 78213, USA"
Zack Cherian International Ministries Usa Inc,Christian / General,"25725 COMANCHE CRK, SAN ANTONIO, TX 78261-4411",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Christian World Ministries"" — 6633 Walzem Rd, San Antonio, TX 78239, USA"
New Generations Fellowship Of New Braunfels Texas,Christian / General,"PO BOX 312589, NEW BRAUNFELS, TX 78131-3100",(830) 837-5880,http://ngfchurch.com/,yes,"New Generations Fellowship — 2719 FM725, New Braunfels, TX 78130, USA"
Katartismos Ministries,Christian / General,"PO BOX 312048, NEW BRAUNFELS, TX 78131-2048",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Iglesia Cristiana Getsemani"" — 2270 TX-46, New Braunfels, TX 78130, USA"
Ministry Of The Third Cross Inc,Christian / General,"14207 SPOTTED CEDAR, SAN ANTONIO, TX 78249-1029",(210) 410-4901,http://ministryofthethirdcross.org/,yes,"Ministry of the Third Cross — 222 S Comal St, San Antonio, TX 78207, USA"
Church Health Ministries,Christian / General,"PO BOX 312004, NEW BRAUNFELS, TX 78131-2004",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""New Braunfels Christian Ministries - Volunteers in Medicine"" — 1239 W San Antonio St, New Braunfels, TX 78130, USA"
Greater Heights Fellowship,Christian / General,"411 SPRUCEWOOD LN, SAN ANTONIO, TX 78216-6417",(210) 573-1730,,yes,"Greater Heights Fellowship — 1303 W Mayfield Blvd, San Antonio, TX 78211, USA"
Heights Community Church,,"324 HARMON DR, SAN ANTONIO, TX 78209-4830",(210) 332-5512,http://heightscc.com/,yes,"Heights Community Church — 121 Interpark Blvd Ste 211, San Antonio, TX 78216, USA"
Treasures Of Hope Fellowship Inc,Christian / General,"500 NAVARRO ST 2ND FLOOR PMB 7064, SAN ANTONIO, TX 78205-1833",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Hope Church San Antonio"" — 18850 Redland Rd, San Antonio, TX 78259, USA"
Apostolic Latin American Missionary Projects Inc,Apostolic,"9302 TIMBER PATH, SAN ANTONIO, TX 78250-4911",,,no,"no confident match (name similarity 0.22 < 0.5). top result: ""American Missionary Church - San Antonio"" — 6326 Sovereign Dr Ste 217, San Antonio, TX 78229, USA"
Cates African Ministries,Christian / General,"668 NORTHERN LIGHTS DR, NEW BRAUNFELS, TX 78130-2696",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Grace Community Fellowship"" — 1600 River Rd Suite 2, New Braunfels, TX 78132, USA"
Grace Avenue Church,,"14546 BROOK HOLLOW BLVD 266, SAN ANTONIO, TX 78232-3810",(210) 920-1177,http://www.graceavenuechurch.com/,yes,"Grace Avenue Church — 2930 MacArthur View, San Antonio, TX 78217, USA"
Ofb Ministries Inc,Christian / General,"2430 FREEDOM DR, SAN ANTONIO, TX 78217-4423",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""One By One Ministries"" — 1117 Patricia Dr # B, San Antonio, TX 78213, USA"
Park Community Church,,"PO BOX 781669, SAN ANTONIO, TX 78278-1669",,http://theparksa.org/,yes,"The Park Community Church — 2216 NW Military Hwy, Castle Hills, TX 78213, USA"
Higher Ground Christian Worship Center,Christian / General,"PO BOX 340733, SAN ANTONIO, TX 78234-0733",,http://www.higherground-sa.org/,yes,"Higher Ground Christian Worship Center — 9760 Rocket Ln, Converse, TX 78109, USA"
Living Word Christian Fellowship Church,Christian / General,"7306 NORTHALLERTON, CONVERSE, TX 78109-3214",(210) 566-2237,https://wordoflife4u.com/,yes,"Word of Life Fellowship Church — 213 Coy Ln, Cibolo, TX 78108, USA"
Empowering Uplifting & Motivating Ministries Inc,Christian / General,"20659 STONE OAK PKWY APT 503, SAN ANTONIO, TX 78258-7492",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""iEmpower"" — 25911 Avellino Bluff, San Antonio, TX 78261, USA"
Community Bible Church Schertz Cibolo,,"20711 WILD SPRINGS DR, SAN ANTONIO, TX 78258-7425",(210) 496-5096,http://www.communitybible.com/,yes,"Community Bible Church — 2477 N Loop 1604 E, San Antonio, TX 78232, USA"
Arm -N- Arm Ministries,Christian / General,"8235 AGORA PKWY STE 111-364, SELMA, TX 78154-1334",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Open Arms Ministry"" — 165 Ingram Hills Rd, Ingram, TX 78025, USA"
Alamo Community Church - San Antonio,,"5354 TALLEY RD, SAN ANTONIO, TX 78253-4139",(210) 253-2646,https://alamocommunity.org/,yes,"Alamo Community Church — 5354 Talley Rd, San Antonio, TX 78253, USA"
Redeemed Christian Church Of God Restoration Chapel San Antonio,Church of God,"2515 NACOGDOCHES ROAD STE 5, SAN ANTONIO, TX 78217-6010",,,no,"no confident match (name similarity 0.44 < 0.5). top result: ""RCCG Restoration Chapel San Antonio"" — 2122 Mannix Dr, San Antonio, TX 78217, USA"
Iglesia Cristiana Jehova Shammah,,"1013 TEXAS AVE, SAN ANTONIO, TX 78201-0000",(210) 371-9868,http://www.iglesiacristianashammah.com/,yes,"Iglesia Cristiana Jehova Shammah — 1310 Texas Ave, San Antonio, TX 78201, USA"
Aleluya Ministries Of Hope Inc,Christian / General,"142 PALOMA DR, OLMOS PARK, TX 78212-1771",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Alleluia Ministries International"" — 805 W Pipeline Rd A, Hurst, TX 76053, USA"
Church In Your City,,"PO BOX 610, BOERNE, TX 78006-0610",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""The Church of Boerne"" — 1100 N Main St Unit 103, Boerne, TX 78006, USA"
Living Waters Romanian Pentecostal Church,Pentecostal,"17030 DARIEN WING, SAN ANTONIO, TX 78247-5856",,,yes,"Living Waters Romanian Church — 35 Cascade Cavern, Boerne, TX 78015, USA"
Covenant Life Christian Church Inc,Christian / General,"PO BOX 762322, SAN ANTONIO, TX 78245-7322",,,yes,"Covenant Life Church — 7804 Eckhert Rd, San Antonio, TX 78240, USA"
Iron Sharpens Iron Church Inc,,"1514 W OLMOS DR, SAN ANTONIO, TX 78201-4152",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Iron Sharpens Iron Ministry"" — 1514 W Olmos Dr, San Antonio, TX 78201, USA"
Go For The Harvest Church Of God,Church of God,"PO BOX 14020, SAN ANTONIO, TX 78214-0020",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""The Harvest Church SA"" — 6925 Crestway Rd, San Antonio, TX 78239, USA"
New Creation Church,,"PO BOX 591064, SAN ANTONIO, TX 78259-0103",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""New Creation Christian Fellowship Windcrest"" — 8700 Fourwinds Dr, Windcrest, TX 78239, USA"
Javier Galvan Ministries,Christian / General,"515 W CRESTLINE DR, SAN ANTONIO, TX 78228-1962",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Galvan Revivals Church"" — 2731 Irwin Dr #1, San Antonio, TX 78222, USA"
On Your Way Fellowship Inc,Christian / General,"156 SPRINGTREE HOLW, CIBOLO, TX 78108-3227",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Everyday Christian Fellowship"" — 950 Everyday Wy, Cibolo, TX 78108, USA"
Three Streams Church,,"7295 E EVANS RD, SAN ANTONIO, TX 78266-2805",(210) 853-5788,http://www.threestreamschurch.net/,yes,"Three Streams Church — 7295 E Evans Rd, San Antonio, TX 78266, USA"
Grace Community Church San Antonio,,"5415 BANDERA RD STE 501, SAN ANTONIO, TX 78238-1958",(210) 222-2030,https://gccsatx.com/,yes,"Grace Community Church — 311 Hedges St, San Antonio, TX 78203, USA"
Blessed Kingdom Ministries,Christian / General,"32 BADGERS HLS, SAN ANTONIO, TX 78238-1374",(210) 559-6107,https://blessedkingdom.org/,yes,"Blessed Kingdom Ministries — 2118 N Zarzamora St, San Antonio, TX 78201, USA"
Covenant Keepers Ministry Inc,Christian / General,"12114 TOWER FRST, SAN ANTONIO, TX 78253-6716",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Covenant Presbyterian Church"" — 1761 Northwest Loop 410, San Antonio, TX 78213, USA"
Legacy Church New Braunfels,,"2002 SPUR ST, NEW BRAUNFELS, TX 78130-6410",(830) 387-4079,http://www.legacynb.com/,yes,"Legacy Church — 2002 Spur St, New Braunfels, TX 78130, USA"
Schertz Highpoint Church,,"1337 FIELDS WAY, SCHERTZ, TX 78154-1843",(210) 651-1088,,yes,"Highpoint Church — 9357 Schoenthal Rd, San Antonio, TX 78266, USA"
Grove Avenue Church Of Christ,Church of Christ,"119 GROVE AVE, SAN ANTONIO, TX 78210-2817",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Iglesia de Cristo"" — 119 Grove Ave, San Antonio, TX 78210, USA"
True Life Church- Iglesia Vida Verdadera,,"9611 NUECES CYN, SAN ANTONIO, TX 78251-3578",,,no,"no confident match (name similarity 0.11 < 0.5). top result: ""La Vid Verdadera IDN"" — 10715 West Ave, San Antonio, TX 78213, USA"
Sos 3 Ministries Inc,Christian / General,"2606 CANON PERDIDO, SAN ANTONIO, TX 78261-2759",(817) 898-0262,http://sosresponds.org/,yes,"SOS International Ministries Inc. — 371 W Byron Nelson Blvd, Roanoke, TX 76262, USA"
Last Chance Ministries,Christian / General,"404 BRADY BLVD, SAN ANTONIO, TX 78207-8036",(210) 227-4451,,yes,"Last Chance Ministries - Food Distribution Center — 404 Brady Blvd, San Antonio, TX 78207, USA"
Javier Galvan Ministries,Christian / General,"515 W CRESTLINE DR, SAN ANTONIO, TX 78228-1962",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Galvan Revivals Church"" — 2731 Irwin Dr #1, San Antonio, TX 78222, USA"
Ron Teal Ministries Inc,Christian / General,"PO BOX 310252, NEW BRAUNFELS, TX 78131-0252",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Redemptive Grace Ministries"" — 2240 FM725, New Braunfels, TX 78130, USA"
The Church Upci Inc,,"758 ANDORA DR, NEW BRAUNFELS, TX 78130-3396",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Greater Life Church"" — 130 Enchantment Ln, New Braunfels, TX 78130, USA"
Starlight Baptist Church,Baptist,"24165 IH 10 WEST SUITE 217223, SAN ANTONIO, TX 78257-1449",,http://starlightmiseionarybaptistsatx.org/,yes,"Starlight Missionary Baptist Church — 603 Lincolnshire Dr, San Antonio, TX 78220, USA"
San Antonio Pentecostal Church,Pentecostal,"2330 PINN RD, SAN ANTONIO, TX 78227-3626",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""First United Pentecostal Church"" — 350 Utopia Ln, San Antonio, TX 78223, USA"
Grace Ministries Church,Christian / General,"10915 VANCE JACKSON RD, SAN ANTONIO, TX 78230-2505",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Place of Grace Fellowship"" — 2938 Nacogdoches Rd, San Antonio, TX 78217, USA"
Wildaplat Christian Fellowship Inc,Christian / General,"PO BOX 780248, SAN ANTONIO, TX 78278-0248",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""The Fellowship of San Antonio"" — 23755 Canyon Golf Rd, San Antonio, TX 78258, USA"
Casting Vision Ministries,Christian / General,"3515 CANYON PKWY APT 9208, SAN ANTONIO, TX 78259-2466",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Missionaries With the Vision"" — 10635 I-35 Frontage Rd, San Antonio, TX 78233, USA"
Iglesia Cristiana Bajo La Sombra De L Arbol De La Vida Inc,,"419 GARDINA ST, SAN ANTONIO, TX 78201-2905",,,yes,"Iglesia Cristiana Bajo la Sombra del Arbol de Vida — 614 West Ave, San Antonio, TX 78201, USA"
Call To Holiness,,"13407 ELM FORREST, SAN ANTONIO, TX 78253-4930",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""True Holiness Pentecostal Church"" — 1315 N Walters St, San Antonio, TX 78202, USA"
River City Community Church,,"16765 LOOKOUT RD 16765 LOOKOUT RD, SELMA, TX 78154-0000",(210) 490-5262,http://www.reallife.org/,yes,"River City Community Church — 16765 Lookout Rd, Selma, TX 78154, USA"
Gateway Fellowship Assembly Of God Church,Christian / General,"10907 W LOOP 1604 N, SAN ANTONIO, TX 78254-3300",(210) 852-2081,http://www.mygateway.tv/,yes,"Gateway Fellowship Church - Northwest — 10907 TX-1604 Loop, San Antonio, TX 78254, USA"
Spirit & Life Fellowship,Christian / General,"6210 STABLE POINT DR, SAN ANTONIO, TX 78249-4616",(210) 680-5856,,yes,"Spirit and Life Fellowship — 6401 Bandera Rd, Leon Valley, TX 78238, USA"
Iglesia Santa Pentecostes Mexicana,,"1135 WINSTON AVE, NEW BRAUNFELS, TX 78130-5978",,,no,"no confident match (name similarity 0.18 < 0.5). top result: ""Iglesia Cristiana Pentecostes Columna y baluarte de la verdad"" — 325-327 TX-82 Loop, San Marcos, TX 78666, USA"
Templo La Tierra Prometida,,"159 ALICIA AVE, SAN ANTONIO, TX 78228-5802",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Iglesia Cristiana Tierra Prometida Inc."" — 2718 Frontier Dr Block #3, San Antonio, TX 78227, USA"
Vision On Fire Ministries Inc,Christian / General,"2203 LEE HALL, SAN ANTONIO, TX 78201-3452",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Missionaries With the Vision"" — 10635 I-35 Frontage Rd, San Antonio, TX 78233, USA"
Greater Faith Ministries,Christian / General,"11800 FIELD BND, SELMA, TX 78154-3559",,http://greaterfaithministriessa.com/,yes,"Greater Faith Ministries — 4530 Walzem Rd, San Antonio, TX 78218, USA"
Mission City Fellowship,Christian / General,"3134 SABLE XING, SAN ANTONIO, TX 78232-4105",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Mission City Church – Central"" — 2220 NW Military Hwy, San Antonio, TX 78213, USA"
Rio Grande Native American Church,,"PO BOX 460346, SAN ANTONIO, TX 78246-0346",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""Tlecuauhtlacupeuh Native American Church of the Americas"" — 13911 Kearney Rd, Atascosa, TX 78002, USA"
Solid Rock Church Of San Antonio,,"9402 SYCAMORE BRK, SAN ANTONIO, TX 78254-6919",,http://myrockhq.com/,yes,"The Rock San Antonio — 8235 Vicar Dr, San Antonio, TX 78218, USA"
Butler African Methodist Episcopal Church,Methodist,"3618 HOWARD ST, SAN ANTONIO, TX 78212-1944",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Butler Chapel AME Church"" — 3618 Howard St, San Antonio, TX 78212, USA"
Iglesia Pentecostal Torre De Santidad Inc,Pentecostal,"10929 NACOGDOCHES RD STE 14, SAN ANTONIO, TX 78217-2873",,,yes,"Iglesia Pentacostal Torre De Santidad — 547 W Chavaneaux Rd, San Antonio, TX 78221, USA"
Mission City Bible Church,,"4114 DESERT VIEW DR, SAN ANTONIO, TX 78217-3516",(210) 377-3030,http://www.missioncity.church/,yes,"Mission City Church – Central — 2220 NW Military Hwy, San Antonio, TX 78213, USA"
Iglesia Cristiana El Sembrador,,"1422 RICHLAND HILLS, SAN ANTONIO, TX 78251-2983",(210) 845-2468,https://iglesiacristianaelsembrador.net/,yes,"Iglesia Cristiana El Sembrador — 7914 Culebra Rd, San Antonio, TX 78251, USA"
Providence Church San Antonio,,"11527 WINDTREE, SAN ANTONIO, TX 78253-6117",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Providence Fellowship Church"" — 6435 N New Braunfels Ave, San Antonio, TX 78209, USA"
Iglesia Pentecostal Unida Hispana 1 Inc,Pentecostal,"854 KENDALIA AVE, SAN ANTONIO, TX 78221-1318",,,no,"no confident match (name similarity 0.11 < 0.5). top result: ""IPUH San Antonio #1"" — 854 Kendalia Ave, San Antonio, TX 78221, USA"
Ministry 20 Nine,Christian / General,"4611 E LOOP 1604 N APT 8103, CONVERSE, TX 78109-0477",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""New Dimensions Ministries"" — 6630 Farm to Market 1516, Converse, TX 78109, USA"
Church Strong,,"3606 MARLARK PASS, SAN ANTONIO, TX 78261-2714",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Cornerstone Church"" — 18755 Stone Oak Pkwy, San Antonio, TX 78258, USA"
Inspired Word Church,,"20770 US HIGHWAY 281 N STE 108, SAN ANTONIO, TX 78258-7500",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""WORD WAY Ministries International"" — 1923 Lockhill Selma Rd #118-120, San Antonio, TX 78213, USA"
Sisters In Christ Outreach Ministry Inc,Christian / General,"10355 FORT DAVIS TRL, SAN ANTONIO, TX 78245-3162",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Christ In US Ministries"" — 672 Gillette Blvd, San Antonio, TX 78221, USA"
Heart Of Heaven Ministries,Christian / General,"137C SPANISH PASS RD, BOERNE, TX 78006-7919",(210) 673-4553,,yes,"Heart To Heart Ministries — 5526 Aspen Valley St, San Antonio, TX 78242, USA"
Grace Mosaic Mission Church,,"6391 DE ZAVALA RD STE 106, SAN ANTONIO, TX 78249-2144",(281) 703-8580,http://www.gracemosaicsa.org/,yes,"Grace Mosaic Church (PCA) — 13600 Briggs Ranch, San Antonio, TX 78245, USA"
Iglesia Gracia Y Verdad San Antonio,,"12834 COUNTRY RDG, SAN ANTONIO, TX 78216-2324",(210) 906-0157,https://www.graciayverdadsa.org/,yes,"Iglesia Gracia y Verdad — 12475 Starcrest Dr Ste 110, San Antonio, TX 78216, USA"
Life Spring Ministries,Christian / General,"14413 GOLD RUSH PASS, SAN ANTONIO, TX 78254-4469",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Lifehouse Church"" — 20825 Wilderness Oak, San Antonio, TX 78258, USA"
Klema Life Church,,"1253 CRYSTAL, SAN ANTONIO, TX 78211-1621",(210) 974-9386,https://klemalife.church/,yes,"Klema Life Church — 15701 San Pedro Ave, San Antonio, TX 78232, USA"
Churchill Spirit Club,,"12049 BLANCO RD, SAN ANTONIO, TX 78216-2411",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Jaguars Club San Antonio"" — 5418 Brewster St, San Antonio, TX 78233, USA"
Noonday Farms Ministry,Christian / General,"404 HARMON DR, SAN ANTONIO, TX 78209-4832",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Noonday Farms RV Park"" — 3833 US-259, Longview, TX 75605, USA"
Vietnam Warriors Fellowship Inc,Christian / General,"401 PECAN PKWY, BOERNE, TX 78006-7963",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Military Warriors Support Foundation"" — 211 N Loop 1604 E #250, San Antonio, TX 78232, USA"
Bernie Berg Ministries International Inc,Christian / General,"309 WATER STREET, BOERNE, TX 78006-2865",,,no,"no confident match (name similarity 0.11 < 0.5). top result: ""Hill Country Daily Bread Ministries"" — 38 Cascade Cavern, Boerne, TX 78015, USA"
Anchored Ministries Sa,Christian / General,"8027 EAGLE PEAK, HELOTES, TX 78023-4357",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""Anchored SA - The San Antonio Community Church Ministries"" — 9323 Perrin Beitel Ste 110, San Antonio, TX 78217, USA"
