name,denomination,address
Methodist Childrens Home Alumni Association,Methodist,"11514 BUCKRAIL ST, SAN ANTONIO, TX 78232-3417"
Spanish Baptist Missions,Baptist,"PO BOX 311655, NEW BRAUNFELS, TX 78131-1655"
Cross Lutheran Church And School,Lutheran,"2171 E COMMON ST, NEW BRAUNFELS, TX 78130-3165"
Holy Cross Lutheran Church,Lutheran,"3118 S NEW BRAUNFELS AVE, SAN ANTONIO, TX 78210-5254"
Mt Calvary Luthren Church,,"308 MOUNT CALVARY, SAN ANTONIO, TX 78209-4846"
Redeemer Lutheran Church,Lutheran,"2507 FREDERICKSBERG RD, SAN ANTONIO, TX 78201-3784"
Lutheran Church Missouri Synod St Paul Lutheran,Lutheran,"2302 S PRESA ST, SAN ANTONIO, TX 78210-2840"
Second Baptist Church Incorporated Of San Antonio Texas,Baptist,"3310 E COMMERCE ST, SAN ANTONIO, TX 78220-1220"
St Stephens Episcopal Church,Episcopal,"4102 S NEW BRAUNFELS AVE STE 110, SAN ANTONIO, TX 78223-1717"
Alamo Heights Christian Church,Christian / General,"6435 N NEW BRAUNFELS AVE, SAN ANTONIO, TX 78209-3851"
Covenant Presbyterian Church,Presbyterian,"1761 NW LOOP 410, SAN ANTONIO, TX 78213-2423"
Castle Hills First Baptist Church,Baptist,"2220 NW MILITARY HWY, SAN ANTONIO, TX 78213-1815"
Elizabeth Beitel Memorial Lutheran Church,Lutheran,"2515 AUSTIN HWY, SAN ANTONIO, TX 78218-2047"
St Marks Episcopal Church Endowment Fund,Episcopal,"PO BOX 2950, SAN ANTONIO, TX 78299-2950"
Eastside Baptist Church,Baptist,"983 HOLLY ST, NEW BRAUNFELS, TX 78130-3618"
Church Of The Holy Cross,,"3726 S NEW BRAUNFELS AVE, SAN ANTONIO, TX 78223-1706"
Greater Lincoln Park Temple Apostolic Faith Incorporated,Apostolic,"937 W MAGNOLIA AVE, SAN ANTONIO, TX 78201-5641"
School Of The Ministries,Christian / General,"1001 HOT WELLS BLVD, SAN ANTONIO, TX 78223-2731"
Central Christian Church Endowment Fund,Christian / General,"720 N MAIN AVE, SAN ANTONIO, TX 78205-1106"
House Of Prayer Lutheran Church San Antonio Texas,Lutheran,"10226 IRONSIDE DR, SAN ANTONIO, TX 78230-3253"
Tried Stone Baptist Church,Baptist,"551 CANTON, SAN ANTONIO, TX 78202-3104"
North American Lutheran Church,Lutheran,"PO BOX 1081, BOERNE, TX 78006-1081"
Faith Gospel Fellowship Church,Christian / General,"3737 ROOSEVELT AVE, SAN ANTONIO, TX 78214-2900"
Casa De Oracion Iglesia Espiritual De Jesucristo,,"3402 MONTEREY ST, SAN ANTONIO, TX 78207-4059"
Far East Apostolic Mission,Apostolic,"214 COLFAX ST, SAN ANTONIO, TX 78228-4732"
Leon Springs Presbyterian Church,Presbyterian,"23943 IH-10 WEST, SAN ANTONIO, TX 78257-1110"
Shenandoah Church Of Christ Inc,Church of Christ,"11026 WURSBACK RD, SAN ANTONIO, TX 78230-0000"
Genesis Full Life Fellowship Church Inc,Christian / General,"15549 TOEPPERWEIN RD, SAN ANTONIO, TX 78233-3991"
Our Lady Of Guadalupe Parish,,"13715 RIGGS RD, HELOTES, TX 78023-3917"
Lord Of Life Lutheran Church,Lutheran,"5955 FM 78, SAN ANTONIO, TX 78244-1001"
Friendship Baptist Church,Baptist,"935 IOWA ST, SAN ANTONIO, TX 78203-1657"
Faith Missionary Baptist Church Of San Antonio,Baptist,"7307 FRATT RD, SAN ANTONIO, TX 78218-2833"
Willow Park Christian Church,Christian / General,"118 HONEY BLVD, SAN ANTONIO, TX 78220-1230"
New Life Christian Fellowship,Christian / General,"2419 RIGSBY AVE, SAN ANTONIO, TX 78222-1014"
San Antonio Presbyterian Foundation Inc,Presbyterian,"404 N ALAMO, SAN ANTONIO, TX 78205-1918"
Saints Peter & Paul Catholic School Charitable Trust,Catholic,"PO BOX 310809, NEW BRAUNFELS, TX 78131-0809"
Beacon Hill Church Of Christ Memorial Trust Frost National Bank,Church of Christ,"PO BOX 2950, SAN ANTONIO, TX 78299-2950"
Trinity Episcopal School 1989 Endownment Tr,Episcopal,"PO BOX 6885, SAN ANTONIO, TX 78209-0885"
The Hargrave Methodist Christian Witness Trust,Methodist,"20119 STANDISH RD, SAN ANTONIO, TX 78258-3008"
Christian Montessori Fellowship Inc,Christian / General,"24125 IH 10 WEST STE 217-117, SAN ANTONIO, TX 78257-0000"
Beginning Experience International Ministry Inc,Christian / General,"103 BILTMORE ST STE 105, SAN ANTONIO, TX 78213-2260"
Catholic Life Insurance - 25 Gainesville,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Daystar Church,,"8666 HUEBNER RD STE 204, SAN ANTONIO, TX 78240-1837"
Hardcore Evangelistic Ministries Inc,Christian / General,"13423 BLANCO RD, SAN ANTONIO, TX 78216-2187"
At The Gate Ministries Inc,Christian / General,"7203 WILDER ST, SAN ANTONIO, TX 78250-3525"
Dick Senter Ministries Inc,Christian / General,"1703 BRAEBURN BND, SAN ANTONIO, TX 78258-4512"
Perrin Ministries,Christian / General,"26006 MISSION BLF, BOERNE, TX 78015-6554"
Calvary Outreach Ministry Of New Braunfels,Christian / General,"3526 TURNABOUT LOOP, CIBOLO, TX 78108-2148"
Wings Of A Dove Christian Church,Christian / General,"915 CINCINNATI AVE, SAN ANTONIO, TX 78201-6029"
Pit Crew Ministries International,Christian / General,"166 CAVE LN, SAN ANTONIO, TX 78209-2209"
The Vineyard Fellowship Church,Christian / General,"207 1ST ST, SCHERTZ, TX 78154-2101"
New Way Bible Fellowship,Christian / General,"4202 JARBET DR, SAN ANTONIO, TX 78220-1647"
Journey Church,,"6758 MONTGOMERY DR, SAN ANTONIO, TX 78239-3245"
Catholic Life Insurance - 27 Richmond-Rosenberg,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Catholic Life Insurance - 129 Bay Area,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Church Of God Of Prophecy,Church of God,"634 SAIPAN PL, SAN ANTONIO, TX 78221-2937"
House Of Peace Ministries,Christian / General,"116 WILLOW RUN, CIBOLO, TX 78108-2305"
Mobilization Ministries Corporation,Christian / General,"406 SUNRISE HL, SAN ANTONIO, TX 78260-5822"
Bethel Community Ministries,Christian / General,"3447 NORTHEAST PKWY, SAN ANTONIO, TX 78218-3329"
Carpenters 12 Ministry,Christian / General,"6422 THISTLE, NEW BRAUNFELS, TX 78132-4894"
Templo Elim Assembly Of God,,"607 SALDANA ST, SAN ANTONIO, TX 78225-1546"
Alamo Stone Church,,"C/O SALVATION CENTER 5719 MOBUD, SAN ANTONIO, TX 78238-0000"
New Wine Church Of San Antonio,,"PO BOX 27610, SAN ANTONIO, TX 78227-0610"
The Door Church Of New Braunfels,,"711 N WALNUT, NEW BRAUNFELS, TX 78130-7924"
Blessed Life Christian Church,Christian / General,"1524 RED OAK CV, SCHERTZ, TX 78154-3715"
Waters Church,,"9324 SCHOENTHAL ROAD, SAN ANTONIO, TX 78266-2740"
Spirit Of Sharing Ministry,Christian / General,"9706 CREEKSIDE BLF, SAN ANTONIO, TX 78230-4615"
Magdalena Ministries Inc,Christian / General,"PO BOX 692041, SAN ANTONIO, TX 78269-2041"
Souled Out - Bfa - Bwoe Ministries,Christian / General,"2551 GROVE PARK, SCHERTZ, TX 78154-2652"
Amazing Grace Christian Church,Christian / General,"12118 EL SENDERO ST, SAN ANTONIO, TX 78233-6720"
Empowering Grace Christian Center,Christian / General,"PO BOX 1335, CONVERSE, TX 78109-4335"
Church At Boerne,,"107 SHOOTING CLUB RD, BOERNE, TX 78006-5954"
World Embassy International Church,,"12266 BANDERA RD BLDG 200, HELOTES, TX 78023-4112"
Chi Alpha Christian Fellowship,Christian / General,"7314 GREEN GLEN DR, SAN ANTONIO, TX 78255-1117"
Cjc Global Ministries,Christian / General,"6401 BANDERA RD, SAN ANTONIO, TX 78238-1512"
Sold Out Believers Christian Fellowship,Christian / General,"1139 GEMBLER RD, SAN ANTONIO, TX 78219-3200"
Revolution Church Of Schertz,,"17460 IH 35 N STE 430 307, SCHERTZ, TX 78154-1462"
Grace New Beginnings & Harvest Ministries,Christian / General,"PO BOX 201832, SAN ANTONIO, TX 78220-8832"
Covenant Ministry Internationl Inc,Christian / General,"8426 CASCADE RIDGE DR, SAN ANTONIO, TX 78239-4038"
La Nueva Jerusalem Baptist Church,Baptist,"2762 DIGNOWITY AVE, SAN ANTONIO, TX 78208-2107"
Beauty Of The Cross Ministry Inc,Christian / General,"1402 ASH ST, SAN ANTONIO, TX 78208-1705"
Transformation Church,,"PO BOX 591417, SAN ANTONIO, TX 78259-0120"
New Life Church,,"4527 BRIARWICK ST, SAN ANTONIO, TX 78217-1424"
S A Resurrection Ministries,Christian / General,"6902 TWIN LAKE DR, SAN ANTONIO, TX 78244-1651"
Japanese Megumi International Church Of San Antonio,,"10603 CULEBRA RD, SAN ANTONIO, TX 78251-1346"
Faith Christian Fellowship Of San Antonio,Christian / General,"301 AVENUE D, CONVERSE, TX 78109-1410"
Isa117 Ministries,Christian / General,"PO BOX 23909, SAN ANTONIO, TX 78223-0901"
Momentum Bible Church,,"24014 BUCKTHOM PASS, SAN ANTONIO, TX 78261-0000"
Defection Church Inc,,"515 BERYL DR, SAN ANTONIO, TX 78213-3410"
Christ Lifetouch Ministry Inc,Christian / General,"9330 CORPORATE DRIVE, SELMA, TX 78154-1251"
Thuff Ministries Inc,Christian / General,"5902 AKIN PL, SAN ANTONIO, TX 78261-2165"
My Elevate Church Inc,,"420 BRANDENBURG LN, NEW BRAUNFELS, TX 78130-8214"
Hillburn Drive Grace Baptist Church Inc,Baptist,"5426 HILLBURN DR, SAN ANTONIO, TX 78242-2360"
City Of God Worship Center,,"8826 BRIDINGTON, SAN ANTONIO, TX 78239-2803"
Iglesia Catolica Apostolica Anglicana Inc,Apostolic,"1150 BABCOCK RD APT L10, SAN ANTONIO, TX 78201-6943"
Mission Community Church- Efca,,"PO BOX 769493, SAN ANTONIO, TX 78245-9348"
Wow Out Ministries,Christian / General,"12303 BRET SPRINGS ST, SAN ANTONIO, TX 78233-4603"
Encountering God Ministries,Christian / General,"8754 SILVER QUAIL, SAN ANTONIO, TX 78250-6216"
Ascension Church,,"8027 SHEPPARD KNL, SAN ANTONIO, TX 78227-4770"
202 Holland Avenue Fellowship Church,Christian / General,"4007 MCCULLOUGH AVE STE 470, SAN ANTONIO, TX 78212-2420"
Christ Temple Tabernacle Inc,,"11722 BRIDGE HAMPTON, SAN ANTONIO, TX 78251-3203"
Nacogdoches Road Church Of Christ Inc,Church of Christ,"12623 NACOGDOCHES RD, SAN ANTONIO, TX 78217-2111"
In Christ Ministry,Christian / General,"5915 LARKSPUR VLY, SAN ANTONIO, TX 78218-2327"
Universal Pentecostal Church In Mission Upcm Inc,Pentecostal,"5018 GALAHAD DR, SAN ANTONIO, TX 78218-2701"
Girldefined Ministries Inc,Christian / General,"1910 NW MILITARY HWY, SAN ANTONIO, TX 78213-2128"
Aaron Grijalva Ministries Inc,Christian / General,"12532 NEVILLE RNCH, SAN ANTONIO, TX 78245-3562"
Faith Alive Ministries,Christian / General,"1311 INDUSTRIAL DR STE A, NEW BRAUNFELS, TX 78130-4499"
Cleft Of The Rock Church,,"6041 WT MONTGOMERY, SAN ANTONIO, TX 78252-2234"
Bibleuia Ministries,Christian / General,"6445 US HIGHWAY 87, SAN ANTONIO, TX 78222-1816"
Refuge Church At Lone Star,,"28 ARNOLD PALMER, SAN ANTONIO, TX 78257-1723"
Faith Bound Street Ministry Inc,Christian / General,"5214 STORMY BREEZE, SAN ANTONIO, TX 78247-1725"
My Church,,"1719 DEER RUN ST, SAN ANTONIO, TX 78232-4414"
Redemptive Grace Ministries,Christian / General,"2240 FM 725, NEW BRAUNFELS, TX 78130-9506"
Taproot Church,,"111 ADELAIDE OAKS, SAN ANTONIO, TX 78249-1528"
Anchored By Hope Christian Ministry,Christian / General,"1307 W THEO AVE, SAN ANTONIO, TX 78225-1855"
Lifeshare Church Inc,,"5814 CEDAR CV, SAN ANTONIO, TX 78249-3131"
Rise Church Inc,,"12274 BANDERA RD STE 109, HELOTES, TX 78023-4386"
Hope Presbyterian Church,Presbyterian,"760 WOOD RD, NEW BRAUNFELS, TX 78130-6131"
Redemption Bible Church,,"311 FM 306 STE 201, NEW BRAUNFELS, TX 78130-2489"
One Church San Antonio,,"15003 PEOPLES DR, SAN ANTONIO, TX 78253-5415"
Iglesia La Gloria De Dios,,"16847 INTERSTATE 35 N, SELMA, TX 78154-1266"
Trinity Grace Mission Church,,"6391 DE ZAVALA RD STE 106, SAN ANTONIO, TX 78249-2144"
Prophetic Life Ministry,Christian / General,"18303 CABIN RD, SAN ANTONIO, TX 78258-4618"
Archdiocese Of San Antonio Capital Campaign Inc,,"2718 W WOODLAWN AVE, SAN ANTONIO, TX 78228-5195"
4 Cross Ministries Inc,Christian / General,"7402 GREAT LAKES DR, SAN ANTONIO, TX 78244-1345"
Logos Rhema Christian Ministries,Christian / General,"2402 PINK PEARL DR, SAN ANTONIO, TX 78224-2360"
Xtreme Harvest Church,,"6727 NW LOOP 410, SAN ANTONIO, TX 78238-4504"
Ruths Haven Ministries,Christian / General,"2141 CONNER DR, NEW BRAUNFELS, TX 78130-3774"
The New Covenant Ministry Of San Antonio Texas,Christian / General,"219 MORRILL AVE, SAN ANTONIO, TX 78214-1536"
Harper Ministries International,Christian / General,"PO BOX 18792, SAN ANTONIO, TX 78218-0792"
Experience Church San Antonio Inc,,"3127 PLEASANTON RD, SAN ANTONIO, TX 78221-2325"
Word Way Ministries International,Christian / General,"1923 LOCKHILL SELMA, SAN ANTONIO, TX 78213-1574"
St Mary Ethiopian Orthodox Tewahido Church In San Antonio Texas,Orthodox,"8102 MIDCROWN DR, WINDCREST, TX 78239-2535"
St Chads Anglican Church,,"PO BOX 781432, SAN ANTONIO, TX 78278-1432"
Creative Impact Ministries Inc,Christian / General,"314 ORION DR, NEW BRAUNFELS, TX 78130-0073"
Rebel Church Inc,,"15909 SAN PEDRO AVE STE 105, SAN ANTONIO, TX 78232-3743"
Temple Chai,,"15316 HUEBNER RD BUILDING 3, SAN ANTONIO, TX 78248-0987"
4 His Glory Christian Fellowship Inc,Christian / General,"311 E FORMOSA BLVD, SAN ANTONIO, TX 78221-2912"
Kingdom Assembly Worship Center Inc,,"PO BOX 690245, SAN ANTONIO, TX 78269-0245"
Word Of Life Gospel Church Inc,,"118 ROSWELL CYN, SAN ANTONIO, TX 78245-2871"
Hebrews1024 Coumminty Church,,"PO BOX 5250, SAN ANTONIO, TX 78201-0250"
Ponder Ministries,Christian / General,"414 HICKMAN ST, BOERNE, TX 78006-2713"
Messiah Bible Church,,"814 ARION PKWY STE 410, SAN ANTONIO, TX 78216-2837"
Wordview Ministries Inc,Christian / General,"215 W BANDERA RD STE 114 PMB 297, BOERNE, TX 78006-2842"
Tea Pot Ministries Inc,Christian / General,"9039 BROADMOOR BND, SAN ANTONIO, TX 78251-4337"
San Antonio Christian Family Fellowship,Christian / General,"5919 OAK BLOSSOM, SAN ANTONIO, TX 78250-2615"
Christfi Lutheran Mission,Lutheran,"3678 HIDDEN DR APT 2401, SAN ANTONIO, TX 78217-4671"
Know God Ministries,Christian / General,"7884 SANDPIPER PARK DR, SAN ANTONIO, TX 78249-4494"
Crossroads Church Of South Texas,,"3910 WEST AVE, SAN ANTONIO, TX 78213-3079"
New Covenant Church San Antonio Inc,,"13203 LA VENTANA ST, SAN ANTONIO, TX 78233-5854"
San Antonio Methodist Childrens Foundation,Methodist,"19114 BRANNAN BLF, SAN ANTONIO, TX 78258-3854"
Destiny Center House Of Worship,,"108 CLAPBOARD RUN, CIBOLO, TX 78108-4334"
Sowers Church Of Christ Inc,Church of Christ,"5851 ARMSTRONG WL, SAN ANTONIO, TX 78249-2318"
Iglesia De San Antonio,,"16320 HUEBNER RD, SAN ANTONIO, TX 78248-1690"
Restorative Christian Counseling & Training Ministry,Christian / General,"3923 MAHOGANY CV, SAN ANTONIO, TX 78261-2740"
Mir Ministries,Christian / General,"PO BOX 2122, BOERNE, TX 78006-3602"
Fellowship Of Believers Community Church,Christian / General,"1210 BOLING BROOK ST, SAN ANTONIO, TX 78245-1640"
New Center Of Faith Church,,"6414 ROBIN FRST, SAN ANTONIO, TX 78239-3219"
Kings Community Church,,"5231 FM 482 STE B STE 200, NEW BRAUNFELS, TX 78132-5432"
Deaf 316 Ministries Inc,Christian / General,"621 PASEO CANADA ST, SAN ANTONIO, TX 78232-1110"
Whartons Dock Family Worship Center,,"13223 BITTERROOT, HELOTES, TX 78023-4369"
Iglesia Cristiana Voz Que Clama,,"9531 STATE HWY 151 APT 9202, SAN ANTONIO, TX 78251-4450"
Kingdom International Fellowship Of Christian Churches Inc,Christian / General,"24385 WILDERNESS OAK APT 8407, SAN ANTONIO, TX 78258-7766"
Mar Thoma Congregation Of San Antonio,,"5410 RODGERS RD, SAN ANTONIO, TX 78251-0000"
Live Oak Vineyard Church,,"13318 LOMA BONITA, SAN ANTONIO, TX 78233-5396"
New Beginnings Ministries Of Schertz,Christian / General,"6747 IVY MTN, SCHERTZ, TX 78154-2184"
Mike Q Daniel Ministries,Christian / General,"19141 STONE OAK PKWY STE 104, SAN ANTONIO, TX 78258-3367"
Meta Church Inc,,"1207 RICHLAND HILLS DR, SAN ANTONIO, TX 78251-2013"
The Midst Church & Retreat,,"614 S BUSINESS IH35 C-257, NEW BRAUNFELS, TX 78130-4741"
Christ Of The Hills Church,,"104 W LULLWOOD AVE, SAN ANTONIO, TX 78212-2318"
Alamohills Church,,"7914 CREEK TRAIL ST, SAN ANTONIO, TX 78254-2607"
Freedom Hill Church Inc,,"3950 EISENHAUER RD, SAN ANTONIO, TX 78218-3407"
Its Already Done Ministries Llc,Christian / General,"13550 DONOP RD, ELMENDORF, TX 78112-5585"
Kingdom Business Women Ministry,Christian / General,"543 RICE RD, SAN ANTONIO, TX 78220-3417"
Gods Family Church International Inc,,"9650 POTRANCO ROAD, SAN ANTONIO, TX 78251-0000"
Leadership&Vision Of Christ Ministries Ministerio Liderazgo&Vi,Christian / General,"PO BOX 100845, SAN ANTONIO, TX 78201-0000"
1 Church 1 Soul Ministry,Christian / General,"214 BLUE BONNET ST, SAN ANTONIO, TX 78202-2406"
Word Ministry Baptist Church,Baptist,"11869 POTRANCO RD APT 4111, SAN ANTONIO, TX 78253-7532"
Celebrate Hope Ministry Usa,Christian / General,"26254 IH 10 WESTSUITE 210, BOERNE, TX 78006-6554"
Iglesia Vida Nueva Stone Oak Incorporation,,"20024 CRESCENT OAKS, SAN ANTONIO, TX 78258-3218"
Iglesia Cristiana La Esposa Del Cordero Inc,,"6214 S ZARZAMORA ST, SAN ANTONIO, TX 78211-3217"
Logos Christian Church,Christian / General,"10631 JANET LEE DR, SAN ANTONIO, TX 78230-4215"
United Fellowship Church Texas Inc,Christian / General,"7722 CITADEL PEAK, CONVERSE, TX 78109-1047"
Activate Ministries,Christian / General,"25821 VELVET CRK, SAN ANTONIO, TX 78255-4441"
Basic Truth Ministry,Christian / General,"7422 SIRIUS MESA, SAN ANTONIO, TX 78252-2255"
Life Community Church Sa Inc,,"PO BOX 91301, ALAMO HEIGHTS, TX 78209-9099"
Revive Church San Antonio Inc,,"5034 MUSTANG VW, SAN ANTONIO, TX 78244-3532"
Journey Fellowship San Antonio,Christian / General,"16847 INTERSTATE 35 N, SELMA, TX 78154-1266"
Spiritual Love Ministry,Christian / General,"10718 BUTTERFLY FLT, SAN ANTONIO, TX 78254-5461"
North Central Fellowship,Christian / General,"26114 WOOD CHUCK, SAN ANTONIO, TX 78260-5376"
First Love Christian Church,Christian / General,"11 COTSWOLD LN, SAN ANTONIO, TX 78257-1221"
Templo Agua Viva,,"1139 BARCLAY, SAN ANTONIO, TX 78207-7136"
R C Freedom Ministries,Christian / General,"4243 E PIEDRAS DR, SAN ANTONIO, TX 78228-1421"
Connection Covenant Church,,"PO BOX 701332, SAN ANTONIO, TX 78270-1332"
Asha Ministries,Christian / General,"PO BOX 276615, SAN ANTONIO, TX 78227-6615"
Church Of Wind Fire And Living Water,,"PO BOX 796, SOMERSET, TX 78069-0796"
The Rim Church,,"10401 WEST I-10, SAN ANTONIO, TX 78230-0000"
International Pentecostal Church Of Evangelism Inc,Pentecostal,"7723 SHINING GLOW, SAN ANTONIO, TX 78244-3524"
Launch Church,,"7619 CEDAR FARM, SAN ANTONIO, TX 78239-3260"
Embrace Church Of San Antonio,,"4515 FREDERICKSBURG RD STE 8, SAN ANTONIO, TX 78201-6503"
Trailblazers Legends Of Faith Temple Inc,,"7933 SPLINTERED OAK, SAN ANTONIO, TX 78233-2814"
Relational Impact Ministries,Christian / General,"123 OAK GROVE DR, BOERNE, TX 78006-1734"
Lutheran Parish Of Northwest San Antonio,Lutheran,"5714 CALLAGHAN RD, SAN ANTONIO, TX 78228-1101"
New Braunfels Central Tx Foursquare Church,,"360 MCKENNA AVE, NEW BRAUNFELS, TX 78130-7822"
Starfish Ministry Of Texas,Christian / General,"155 MORNING CIR, BOERNE, TX 78006-8265"
Marigold Church,,"2126 SANDY BND, SAN ANTONIO, TX 78264-4653"
Pave The Way For The Lord Ministries,Christian / General,"300 MONTICELLO CT, SAN ANTONIO, TX 78223-2084"
Metro Church Sa Inc,,"20784 BLUEHILL PASS, HELOTES, TX 78023-3318"
Center Cross Ministries International,Christian / General,"2615 ROGERS CIR, SAN ANTONIO, TX 78258-4605"
Newhope Ministries Of Texas,Christian / General,"PO BOX 769398, SAN ANTONIO, TX 78245-9343"
Restoration Power Ministries,Christian / General,"3101 CAMERON RIV, SCHERTZ, TX 78108-2366"
All Nations Worship Assembly Of San Antonio,,"8235 VICAR, SAN ANTONIO, TX 78218-1549"
D Michael Copeland Ministries Inc,Christian / General,"8700 FOURWINDS DR, WINDCREST, TX 78239-1917"
Church On The Dirt Inc,,"1110 CRYSTAL SPG, SAN ANTONIO, TX 78258-6909"
360 Inner City Church - San Antonio Tx,,"4511 SHAY CIR, SAN ANTONIO, TX 78251-3740"
Afaayo Africa Ministries Inc,Christian / General,"PO BOX 781044, SAN ANTONIO, TX 78278-1044"
New Family Iglesia Inc,,"9708 MARBACH PASS, SAN ANTONIO, TX 78245-4719"
Impact Family Church Of New Braunfels Inc,,"17460 IH 35 NORTH SUITE 430 BOX 422, SCHERTZ, TX 78154-1462"
Reclaim Church San Antonio,,"47 SILVERHORN DR, SAN ANTONIO, TX 78216-7888"
Friends Of Dolph Briscoe Prison Ministry Inc,Christian / General,"4403 BAYBERRY ROW, SAN ANTONIO, TX 78249-2089"
Mission Of Mercy Outreach Church Inc,,"PO BOX 830215, SAN ANTONIO, TX 78283-0215"
Love Abides Ministry,Christian / General,"7830 MOUNTAIN FRST, SAN ANTONIO, TX 78239-3211"
Grateful Hearts Ministry,Christian / General,"25951 MAHOGONY TRL, SAN ANTONIO, TX 78255-3445"
Communion In The Garden Church Inc,,"14 FABRA OAKS RD, BOERNE, TX 78006-7901"
First Century Ministry Alliance,Christian / General,"7113 WILD COYOTE LN, BOERNE, TX 78015-2107"
Reflection International Ministries,Christian / General,"1525 W BRIDGE ST, NEW BRAUNFELS, TX 78130-6207"
Providence Reformed Baptist Church,Baptist,"214 LONG COVE DR, CIBOLO, TX 78108-3329"
Outer West Community Church Inc,,"12280 ALAMO RANCH PKWY, SAN ANTONIO, TX 78253-6677"
The City Of God Christian Fellowship Inc,Christian / General,"2622 KERRYBROOK CT APT 104E, SAN ANTONIO, TX 78230-4501"
Grace Redemption Community Church Inc,,"322 MENLO BLVD, SAN ANTONIO, TX 78223-2412"
Moriah Church,,"166 MAVERICK, NEW BRAUNFELS, TX 78132-2414"
La Vernia Primitive Baptist Church,Baptist,"115 PENNS WAY, SAN ANTONIO, TX 78231-1400"
Garden Church Of New Braunfels,,"23 LA MESA DR, NEW BRAUNFELS, TX 78130-6617"
Mary Mother Of The Church Catholic Parish,Catholic,"2718 W WOODLAWN AVE, SAN ANTONIO, TX 78228-5124"
Fresh Start Church Of San Antonio Inc,,"2419 THOUSAND OAKS DR, SAN ANTONIO, TX 78232-3206"
Thelost-Church,,"11910 LOST MEADOWS DR, SCHERTZ, TX 78108-3816"
Landonor Youth Ministries Inc,Christian / General,"215 W BANDERA RD STE 114 PMB 141, BOERNE, TX 78006-2842"
Windsong Christian Center Umc,Christian / General,"12099 ROBERT GLENN, SAN ANTONIO, TX 78252-0000"
Medical Ministry International Us,Christian / General,"20079 STONE OAK PARKWAY STE 1105-19, SAN ANTONIO, TX 78258-6943"
Lets Talk Jesus Ministry,Christian / General,"6927 WATERFALL PASS, CONVERSE, TX 78109-3445"
Mas Vida Iglesia Cristiana,,"2506 STRATFORD CT, SAN ANTONIO, TX 78223-2246"
Abundant Grace Baptist Church And Ministries Inc,Baptist,"7515 RUSTIC TRL, SAN ANTONIO, TX 78244-2410"
Rescue Point Church,,"8522 WINCHESTER WAY, SAN ANTONIO, TX 78254-1862"
Churchill Speech & Debate Association,,"12049 BLANCO RD, SAN ANTONIO, TX 78216-2411"
Legacy Of Grace Ministries Inc,Christian / General,"PO BOX 790631, SAN ANTONIO, TX 78279-0631"
Iglesia Ciudad De Dios Luz Y Esperanza,,"7911 GATE BRG, SELMA, TX 78154-3882"
Jason Sides Ministries,Christian / General,"6633 WALZEM RD, SAN ANTONIO, TX 78239-3612"
Lead Like Jesus Ministries,Christian / General,"1606 BRAEBURN BND, SAN ANTONIO, TX 78258-4511"
We Will Do You Good Ministries,Christian / General,"3023 MARTIN LUTHER KING DR, SAN ANTONIO, TX 78220-3143"
Hop Ministry House Of Prayer Ministry,Christian / General,"6323 HIGBEE ML, SAN ANTONIO, TX 78247-6205"
Disciple Community Church,,"10650 CULEBRA RD STE 104, SAN ANTONIO, TX 78251-4950"
3 Bird Ministries,Christian / General,"43 CRAVEY RD, BOERNE, TX 78006-7726"
Checotah Ministries,Christian / General,"13710 FRENCH OAKS, HELOTES, TX 78023-4582"
Real Word Ministries,Christian / General,"PO BOX 761722, SAN ANTONIO, TX 78245-6722"
Emmaunel Pentecoatal Christian Ministries,Christian / General,"1423 RIVAS ST, SAN ANTONIO, TX 78207-1352"
Kyle And Lindsay Ministries,Christian / General,"2654 RED BUD WAY, NEW BRAUNFELS, TX 78132-4283"
I Am Channels Of Truth Ministry Inc,Christian / General,"8930 WOODLAND PKWY, BOERNE, TX 78015-6532"
Race For Life Ministries,Christian / General,"8507 PEGASUS DR, SELMA, TX 78154-3412"
Fountain Of Truth Church San Antonio,,"15002 TRADESMAN DRIVE SUITE 103, SAN ANTONIO, TX 78249-1375"
Dingil Mariyam Ethiopian Orthodox Tewahedo Church In San Antonio,Orthodox,"6243 LOWRIE, SAN ANTONIO, TX 78239-4408"
Pursuit Church Sa,,"27207 STARRY MOUNTAIN ST, SAN ANTONIO, TX 78260-1830"
St Jose Luis Sanchez Del Rio Catholic Church,Catholic,"21140 GATHERING OAK, SAN ANTONIO, TX 78260-3196"
Local Church San Antonio,,"12138 DAWSON CIR, SAN ANTONIO, TX 78253-6395"
Queens Of Valor Ministry,Christian / General,"11335 MORINO PARK, SAN ANTONIO, TX 78249-4276"
Light Of The World Ministry Inc,Christian / General,"4606 TAMARON PARK, SAN ANTONIO, TX 78253-5413"
Home Church San Antonio,,"11215 OCATE, HELOTES, TX 78023-4187"
Congregation Shalom Of San Antonio,,"PO BOX 700187, SAN ANTONIO, TX 78270-0187"
Season Church Inc,,"2386 DOVE CROSSING DR, NEW BRAUNFELS, TX 78130-3070"
Reflection Of Christ Ministry,Christian / General,"PO BOX 1222, BOERNE, TX 78006-1222"
Lovenaction Ministries,Christian / General,"716 POTOMAC, SAN ANTONIO, TX 78202-3057"
